id,name,description_orig,description
1592,雙妹嘜,"雙妹嘜，104 臺灣 中山區臺北 農安街2巷18-23號，評分 4.5 ，菜系 亞洲料理, 台灣小吃/台菜，","雙妹 嘜 ， 104   臺 灣   中山 區 臺 北   農安街 2 巷 18 - 23 號 ， 評分   4.5   ， 菜系   亞洲 料理 ,   台灣 小吃 / 台菜 ，"
1593,康迎鼎(陽明山店),"康迎鼎(陽明山店)，111 臺灣 士林臺北 士林區愛富二街厚生巷1號，評分 4.0 ，餐點 晚餐, 午餐，","康迎 鼎 ( 陽明 山店 ) ， 111   臺 灣   士林 臺 北   士林 區愛富 二街 厚生 巷 1 號 ， 評分   4.0   ， 餐點   晚餐 ,   午餐 ，"
1594,葫同燒肉10號店,"葫同燒肉10號店，10491 臺灣 中山區臺北 樂群二路199號1樓，評分 4.5 ，菜系 中式料理, 燒烤 餐點 午餐, 晚餐，","葫同 燒肉 10 號店 ， 10491   臺 灣   中山 區 臺 北   樂群 二路 199 號 1 樓 ， 評分   4.5   ， 菜系   中式 料理 ,   燒烤   餐點   午餐 ,   晚餐 ，"
1595,Misu Jipai,"Misu Jipai，臺灣 士林臺北 No.115, Wenlin Rd., Shilin Dist.，評分 4.0 ，菜系 快餐，","Misu   Jipai ， 臺 灣   士林 臺 北   No.115 ,   Wenlin   Rd . ,   Shilin   Dist . ， 評分   4.0   ， 菜系   快餐 ，"
1596,阿水的家夜景餐廳,"阿水的家夜景餐廳，臺灣 士林臺北 No.163, Ln. 219, Sec. 7, Zhongshan N. Rd., Shilin District Get to Tianmu borders and follow the signs of Ciwu Temple.，評分 4.0 ，菜系 中式料理, 咖啡廳，","阿水 的 家 夜景 餐廳 ， 臺 灣   士林 臺 北   No.163 ,   Ln .   219 ,   Sec .   7 ,   Zhongshan   N .   Rd . ,   Shilin   District   Get   to   Tianmu   borders   and   follow   the   signs   of   Ciwu   Temple . ， 評分   4.0   ， 菜系   中式 料理 ,   咖啡 廳 ，"
1597,Tian Mu Shang Jing Shabu Shabu,"Tian Mu Shang Jing Shabu Shabu，臺灣 北投臺北 No. 12, Ln. 41, Tianmu W. Rd., Shilin Dist，評分 4.0 ，菜系 日式料理，","Tian   Mu   Shang   Jing   Shabu   Shabu ， 臺 灣   北投 臺 北   No .   12 ,   Ln .   41 ,   Tianmu   W .   Rd . ,   Shilin   Dist ， 評分   4.0   ， 菜系   日式 料理 ，"
1598,Black House Garden Cafe,"Black House Garden Cafe，112 臺灣 北投臺北 No. 52, Zhuzihu Rd., Beitou Dist，評分 4.0 ，菜系 咖啡廳，","Black   House   Garden   Cafe ， 112   臺 灣   北投 臺 北   No .   52 ,   Zhuzihu   Rd . ,   Beitou   Dist ， 評分   4.0   ， 菜系   咖啡 廳 ，"
1599,Mae Kung Thai Restaurant,Mae Kung Thai Restaurant，臺灣 中正區臺北 157-3 Yen Chi St. Taipei，評分 4.5 ，菜系 泰式料理，,Mae   Kung   Thai   Restaurant ， 臺 灣   中正 區 臺 北   157 - 3   Yen   Chi   St .   Taipei ， 評分   4.5   ， 菜系   泰式 料理 ，
1600,Wakijishi,"Wakijishi，臺灣 中山區臺北 No. 36, Jiuquan St., Datong Dist，評分 4.5 ，菜系 日式料理，","Wakijishi ， 臺 灣   中山 區 臺 北   No .   36 ,   Jiuquan   St . ,   Datong   Dist ， 評分   4.5   ， 菜系   日式 料理 ，"
1601,文巖文燒麻辣鴛鴦鍋 (蘆洲店),"文巖文燒麻辣鴛鴦鍋 (蘆洲店)，247 臺灣 蘆洲新北 蘆洲區中原路3號 2樓，評分 4.5 ，價位 NT$604 - NT$659 菜系 亞洲料理, 台灣小吃/台菜 特色 預訂，","文 巖 文燒 麻辣 鴛鴦鍋   ( 蘆洲店 ) ， 247   臺 灣   蘆洲 新北   蘆洲區 中原 路 3 號   2 樓 ， 評分   4.5   ， 價位   NT $ 604   -   NT $ 659   菜系   亞洲 料理 ,   台灣 小吃 / 台菜   特色   預訂 ，"
1602,Nonla Vietnamese Style French Bread,"Nonla Vietnamese Style French Bread，臺灣 士林臺北 No. 159, Dexing E. Rd., Shilin Dist，評分 4.0 ，菜系 法式料理, 越南料理，","Nonla   Vietnamese   Style   French   Bread ， 臺 灣   士林 臺 北   No .   159 ,   Dexing   E .   Rd . ,   Shilin   Dist ， 評分   4.0   ， 菜系   法式 料理 ,   越南 料理 ，"
1603,兄弟飯店-梅花廳,"兄弟飯店-梅花廳，臺灣 松山臺北 南京東路三段255號，評分 4.0 ，特別飲食限制 提供純素選擇 餐點 早午餐 特色 外帶, 殘障通行設施，","兄弟 飯店 - 梅花 廳 ， 臺 灣   松山 臺 北   南京 東路 三段 255 號 ， 評分   4.0   ， 特別 飲食 限制   提供 純素 選擇   餐點   早 午餐   特色   外帶 ,   殘障 通行 設施 ，"
1604,Xiao Zhou Beef Noodles,"Xiao Zhou Beef Noodles，臺灣 淡水新北 No. 10, Ln. 18, Renai St., Tamsui Dist，評分 4.0 ，菜系 亞洲料理，","Xiao   Zhou   Beef   Noodles ， 臺 灣   淡水 新北   No .   10 ,   Ln .   18 ,   Renai   St . ,   Tamsui   Dist ， 評分   4.0   ， 菜系   亞洲 料理 ，"
1605,Aunt Stella(信義A4館),Aunt Stella(信義A4館)，臺灣 士林臺北 士林區忠誠路2段55號，評分 3.0 ，菜系 美式料理，,Aunt   Stella ( 信義 A4 館 ) ， 臺 灣   士林 臺 北   士林 區忠誠路 2 段 55 號 ， 評分   3.0   ， 菜系   美式 料理 ，
1606,Justsweet,"Justsweet，臺灣 內湖臺北 No. 17, Ln. 91, Sec. 1, Neihu Rd., Neihu Dist，評分 3.0 ，，","Justsweet ， 臺 灣   內湖 臺 北   No .   17 ,   Ln .   91 ,   Sec .   1 ,   Neihu   Rd . ,   Neihu   Dist ， 評分   3.0   ， ，"
1607,大戶屋 美麗華店,"大戶屋 美麗華店，104 臺灣 中山區臺北 中山區敬業三路20號B1F B1F, Miramar Entertainment Park，評分 3.5 ，菜系 日式料理 餐點 午餐, 晚餐 特色 預訂，","大戶 屋   美麗華店 ， 104   臺 灣   中山 區 臺 北   中山 區敬業 三路 20 號 B1F   B1F ,   Miramar   Entertainment   Park ， 評分   3.5   ， 菜系   日式 料理   餐點   午餐 ,   晚餐   特色   預訂 ，"
1608,鳳城燒臘粵菜 天母店,鳳城燒臘粵菜 天母店，臺灣 士林臺北 士林區天母北路16號1樓，評分 4.0 ，菜系 中式料理，,鳳城 燒臘粵菜   天母 店 ， 臺 灣   士林 臺 北   士林 區 天母 北路 16 號 1 樓 ， 評分   4.0   ， 菜系   中式 料理 ，
1609,赤哥汕頭火鍋 - 臺北松江,"赤哥汕頭火鍋 - 臺北松江，10491 臺灣 中山區臺北 中山區松江路312巷2號，評分 4.5 ，菜系 中式料理, 亞洲料理, 晚餐, 台灣小吃/台菜 特色 預訂，","赤哥 汕頭 火鍋   -   臺 北 松江 ， 10491   臺 灣   中山 區 臺 北   中山 區 松江 路 312 巷 2 號 ， 評分   4.5   ， 菜系   中式 料理 ,   亞洲 料理 ,   晚餐 ,   台灣 小吃 / 台菜   特色   預訂 ，"
1610,肯德基,"肯德基，251 臺灣 淡水新北 民權街41號，評分 4.0 ，餐點 早餐, 午餐, 晚餐，","肯德基 ， 251   臺 灣   淡水 新北   民權 街 41 號 ， 評分   4.0   ， 餐點   早餐 ,   午餐 ,   晚餐 ，"
1611,Tian Jin Wei Xiao Mi Restaurant,"Tian Jin Wei Xiao Mi Restaurant，臺灣 淡水新北 No. 259, Sec. 1, Beixin Rd., Xindian Dist，評分 3.5 ，菜系 中式料理，","Tian   Jin   Wei   Xiao   Mi   Restaurant ， 臺 灣   淡水 新北   No .   259 ,   Sec .   1 ,   Beixin   Rd . ,   Xindian   Dist ， 評分   3.5   ， 菜系   中式 料理 ，"
1612,別味韓定食,別味韓定食，10491 臺灣 中山區臺北 中山區北安路780號，評分 5.0 ，特色 預訂，,別味 韓定 食 ， 10491   臺 灣   中山 區 臺 北   中山 區 北安路 780 號 ， 評分   5.0   ， 特色   預訂 ，
1613,升記士林大香腸,升記士林大香腸，臺灣 士林臺北 士林區基河路101號，評分 3.5 ，，,升記 士林 大香腸 ， 臺 灣   士林 臺 北   士林 區基河路 101 號 ， 評分   3.5   ， ，
1614,鬆滿樓,鬆滿樓，臺灣 內湖臺北 內湖區洲子街85號，評分 4.0 ，菜系 中式料理，,鬆 滿 樓 ， 臺 灣   內湖 臺 北   內 湖區洲子 街 85 號 ， 評分   4.0   ， 菜系   中式 料理 ，
1615,綠豆蒜啥咪,綠豆蒜啥咪，臺灣 中山區臺北 中山區伊通街106巷6-1號，評分 4.5 ，，,綠豆 蒜 啥 咪 ， 臺 灣   中山 區 臺 北   中山 區 伊通 街 106 巷 6 - 1 號 ， 評分   4.5   ， ，
1616,林文必涼麵,"林文必涼麵，104 臺灣 中山區臺北 中山區大直街38號，評分 3.5 ，菜系 亞洲料理, 台灣小吃/台菜，","林文 必涼 麵 ， 104   臺 灣   中山 區 臺 北   中山 區大直 街 38 號 ， 評分   3.5   ， 菜系   亞洲 料理 ,   台灣 小吃 / 台菜 ，"
1617,黃家牛肉麵,黃家牛肉麵，臺灣 士林臺北 士林區德行東路103號，評分 3.5 ，菜系 中式料理，,黃 家 牛肉 麵 ， 臺 灣   士林 臺 北   士林 區 德行 東路 103 號 ， 評分   3.5   ， 菜系   中式 料理 ，
1618,Hoho Cafe,"Hoho Cafe，臺灣 士林臺北 No. 145, Pingjing St., Shilin Dist，評分 4.0 ，菜系 咖啡廳，","Hoho   Cafe ， 臺 灣   士林 臺 北   No .   145 ,   Pingjing   St . ,   Shilin   Dist ， 評分   4.0   ， 菜系   咖啡 廳 ，"
1619,A Sui de Jia Cafe,"A Sui de Jia Cafe，臺灣 士林臺北 No. 163, Ln. 219, Sec. 7, Zhongshan N. Rd., Shilin Dist，評分 4.0 ，菜系 咖啡廳，","A   Sui   de   Jia   Cafe ， 臺 灣   士林 臺 北   No .   163 ,   Ln .   219 ,   Sec .   7 ,   Zhongshan   N .   Rd . ,   Shilin   Dist ， 評分   4.0   ， 菜系   咖啡 廳 ，"
1620,弘爺漢堡,弘爺漢堡，臺灣 士林臺北 士林區士東路266巷5弄18號，評分 4.0 ，菜系 中式料理，,弘爺 漢堡 ， 臺 灣   士林 臺 北   士林 區士 東路 266 巷 5 弄 18 號 ， 評分   4.0   ， 菜系   中式 料理 ，
1621,Ke Kou Pigs' Knuckles King,"Ke Kou Pigs' Knuckles King，臺灣 淡水新北 No. 129, Sec. 3, Beixin Rd., Xindian Dist，評分 3.5 ，菜系 亞洲料理, 台灣小吃/台菜，","Ke   Kou   Pigs '   Knuckles   King ， 臺 灣   淡水 新北   No .   129 ,   Sec .   3 ,   Beixin   Rd . ,   Xindian   Dist ， 評分   3.5   ， 菜系   亞洲 料理 ,   台灣 小吃 / 台菜 ，"
1622,樂尼尼義式餐廳-新北淡水店,"樂尼尼義式餐廳-新北淡水店，251 臺灣 淡水新北 中山路8號 6樓，評分 3.5 ，餐點 午餐, 晚餐，","樂尼尼義式 餐廳 - 新北 淡水 店 ， 251   臺 灣   淡水 新北   中山路 8 號   6 樓 ， 評分   3.5   ， 餐點   午餐 ,   晚餐 ，"
1623,Ding Hu Xiao Zhen Garden Restaurant,"Ding Hu Xiao Zhen Garden Restaurant，臺灣 北投臺北 No. 68, Zhuzihu Rd., Beitou Dist，評分 3.5 ，菜系 亞洲料理, 台灣小吃/台菜，","Ding   Hu   Xiao   Zhen   Garden   Restaurant ， 臺 灣   北投 臺 北   No .   68 ,   Zhuzihu   Rd . ,   Beitou   Dist ， 評分   3.5   ， 菜系   亞洲 料理 ,   台灣 小吃 / 台菜 ，"
1624,Asahi Japanese Restaurant,"Asahi Japanese Restaurant，111 臺灣 士林臺北 No 51, Tianmu East Road Shilin District，評分 5.0 ，，","Asahi   Japanese   Restaurant ， 111   臺 灣   士林 臺 北   No   51 ,   Tianmu   East   Road   Shilin   District ， 評分   5.0   ， ，"
1625,炙京燒極上燒肉,"炙京燒極上燒肉，104 臺灣 中山區臺北 明水路608號 1樓，評分 5.0 ，菜系 燒烤, 烤肉，","炙京燒 極上 燒肉 ， 104   臺 灣   中山 區 臺 北   明 水路 608 號   1 樓 ， 評分   5.0   ， 菜系   燒烤 ,   烤肉 ，"
1626,Jia Xing Fish Ball,"Jia Xing Fish Ball，臺灣 大同臺北 Yanping N. Rd. No. 21, Ln. 210, Sec. 2，評分 4.5 ，菜系 亞洲料理, 台灣小吃/台菜, 多國料理 餐點 午餐, 晚餐 特色 外帶，","Jia   Xing   Fish   Ball ， 臺 灣   大同 臺 北   Yanping   N .   Rd .   No .   21 ,   Ln .   210 ,   Sec .   2 ， 評分   4.5   ， 菜系   亞洲 料理 ,   台灣 小吃 / 台菜 ,   多國 料理   餐點   午餐 ,   晚餐   特色   外帶 ，"
1627,Pin Pin Kitchen,"Pin Pin Kitchen，臺灣 中山區臺北 No. 1, Aly. 1, Ln. 538, Beian Rd., Zhongshan Dist，評分 3.0 ，菜系 亞洲料理, 台灣小吃/台菜，","Pin   Pin   Kitchen ， 臺 灣   中山 區 臺 北   No .   1 ,   Aly .   1 ,   Ln .   538 ,   Beian   Rd . ,   Zhongshan   Dist ， 評分   3.0   ， 菜系   亞洲 料理 ,   台灣 小吃 / 台菜 ，"
1628,R Bar逸庭 - 臺北士林萬麗酒店,"R Bar逸庭 - 臺北士林萬麗酒店，11141 臺灣 士林臺北 中山北路五段470巷8號 1樓，評分 5.0 ，價位 NT$200 - NT$5,000 菜系 美式料理, 酒吧, 現代創意料理, 開胃小館 餐點 午餐, 晚餐, 宵夜, 飲料，","R   Bar 逸庭   -   臺 北 士林 萬麗 酒店 ， 11141   臺 灣   士林 臺 北   中山北路 五段 470 巷 8 號   1 樓 ， 評分   5.0   ， 價位   NT $ 200   -   NT $ 5 , 000   菜系   美式 料理 ,   酒吧 ,   現代 創意 料理 ,   開胃 小館   餐點   午餐 ,   晚餐 ,   宵夜 ,   飲料 ，"
1629,吃吧餐廳 - 臺北西門町意舍,"吃吧餐廳 - 臺北西門町意舍，10843 臺灣 萬華臺北 武昌街二段77號5樓臺北西門町意舍，評分 4.0 ，菜系 異國風味, 義式料理, 咖啡廳 餐點 早餐, 早午餐, 飲料, 午餐, 晚餐 特色 預訂, 座位, 供應酒精飲品, 水果酒和啤酒, 電子付款, 免費無線網路, 接受使用信用卡, 有兒童椅, 殘障通行設施, 餐桌服務，","吃 吧 餐廳   -   臺 北西 門町意 舍 ， 10843   臺 灣   萬華 臺 北   武昌 街 二段 77 號 5 樓 臺 北西 門町意 舍 ， 評分   4.0   ， 菜系   異國 風味 ,   義式 料理 ,   咖啡 廳   餐點   早餐 ,   早 午餐 ,   飲料 ,   午餐 ,   晚餐   特色   預訂 ,   座位 ,   供應 酒精 飲品 ,   水果 酒 和 啤酒 ,   電子 付款 ,   免費 無線 網路 ,   接受 使用 信用卡 ,   有兒 童椅 ,   殘障 通行 設施 ,   餐桌 服務 ，"
1630,Dalu Miandian,"Dalu Miandian，臺灣 士林臺北 No.16-3, Ln. 26, Guanghua Rd., Shilin Dist.，評分 4.0 ，菜系 湯品，","Dalu   Miandian ， 臺 灣   士林 臺 北   No.16 - 3 ,   Ln .   26 ,   Guanghua   Rd . ,   Shilin   Dist . ， 評分   4.0   ， 菜系   湯品 ，"
1631,Shan Mu Lin Diner,"Shan Mu Lin Diner，臺灣 北投臺北 No. 55-12, Zhuzihu Rd., Beitou Dist，評分 3.0 ，菜系 亞洲料理, 台灣小吃/台菜，","Shan   Mu   Lin   Diner ， 臺 灣   北投 臺 北   No .   55 - 12 ,   Zhuzihu   Rd . ,   Beitou   Dist ， 評分   3.0   ， 菜系   亞洲 料理 ,   台灣 小吃 / 台菜 ，"
1632,錢潮涮涮鍋 - 士林店,"錢潮涮涮鍋 - 士林店，臺灣 士林臺北 No. 203, Zhongzheng Rd., Shilin Dist，評分 3.0 ，菜系 日式料理，","錢潮 涮 涮鍋   -   士林 店 ， 臺 灣   士林 臺 北   No .   203 ,   Zhongzheng   Rd . ,   Shilin   Dist ， 評分   3.0   ， 菜系   日式 料理 ，"
1633,天外天精緻燒肉,天外天精緻燒肉，10491 臺灣 中山區臺北 中山區民權東路一段67號，評分 4.0 ，菜系 中式料理 餐點 晚餐 特色 預訂，,天外天 精 緻 燒 肉 ， 10491   臺 灣   中山 區 臺 北   中山 區民權 東路 一段 67 號 ， 評分   4.0   ， 菜系   中式 料理   餐點   晚餐   特色   預訂 ，
1634,綠一點,綠一點，10491 臺灣 士林臺北 中山區中山北路1段140巷49號，評分 4.5 ，菜系 健康料理，,綠一點 ， 10491   臺 灣   士林 臺 北   中山 區 中山北路 1 段 140 巷 49 號 ， 評分   4.5   ， 菜系   健康 料理 ，
1635,肯德基,"肯德基，112 臺灣 北投臺北 北投區東華街一段550號，評分 3.5 ，菜系 美式料理 餐點 早餐, 午餐, 晚餐，","肯德基 ， 112   臺 灣   北投 臺 北   北投 區東華街 一段 550 號 ， 評分   3.5   ， 菜系   美式 料理   餐點   早餐 ,   午餐 ,   晚餐 ，"
1636,露特西亞,"露特西亞，111 臺灣 士林臺北 中山北路6段446號，評分 4.5 ，菜系 法式料理 餐點 早餐, 午餐, 晚餐, 早午餐，","露特西亞 ， 111   臺 灣   士林 臺 北   中山北路 6 段 446 號 ， 評分   4.5   ， 菜系   法式 料理   餐點   早餐 ,   午餐 ,   晚餐 ,   早 午餐 ，"
1637,第一劇場 魚丸店,第一劇場 魚丸店，114 臺灣 內湖臺北 內湖區內湖路一段411巷7號，評分 3.0 ，菜系 中式料理，,第一 劇場   魚丸店 ， 114   臺 灣   內湖 臺 北   內 湖區 內 湖路 一段 411 巷 7 號 ， 評分   3.0   ， 菜系   中式 料理 ，
1638,用心體會義大利麵,用心體會義大利麵，105 臺灣 松山臺北 松山區南京東路四段75巷14弄3號，評分 4.5 ，特色 預訂，,用心 體會義 大利 麵 ， 105   臺 灣   松山 臺 北   松山 區 南京 東路 四段 75 巷 14 弄 3 號 ， 評分   4.5   ， 特色   預訂 ，
1639,直火人燒肉丼飯屋,直火人燒肉丼飯屋，111 臺灣 士林臺北 士林區大北路7號 貼心小叮嚀： 不提供電話預約訂位服務（僅供現場候位），評分 4.0 ，菜系 日式料理 餐點 晚餐，,直火 人燒 肉 丼 飯 屋 ， 111   臺 灣   士林 臺 北   士林 區大 北路 7 號   貼心 小叮嚀 ：   不 提供 電話 預約 訂位 服務 （ 僅供 現場 候位 ） ， 評分   4.0   ， 菜系   日式 料理   餐點   晚餐 ，
1640,紅豆食府 - 石牌店,紅豆食府 - 石牌店，112 臺灣 北投臺北 石牌路二段201號 1樓，評分 4.5 ，價位 NT$700 - NT$800 菜系 中式料理 特色 預訂，,紅豆 食府   -   石牌 店 ， 112   臺 灣   北投 臺 北   石牌路 二段 201 號   1 樓 ， 評分   4.5   ， 價位   NT $ 700   -   NT $ 800   菜系   中式 料理   特色   預訂 ，
1641,Qi Wei Spicy Twin-Side Hot Pot,"Qi Wei Spicy Twin-Side Hot Pot，臺灣 三重新北 No. 67, Jiying Rd., Sanchong Dist，評分 4.0 ，菜系 亞洲料理, 台灣小吃/台菜，","Qi   Wei   Spicy   Twin - Side   Hot   Pot ， 臺 灣   三 重新 北   No .   67 ,   Jiying   Rd . ,   Sanchong   Dist ， 評分   4.0   ， 菜系   亞洲 料理 ,   台灣 小吃 / 台菜 ，"
1642,Hakkai Shabu Shabu,"Hakkai Shabu Shabu，臺灣 中山區臺北 No. 11, Jingye 3rd Rd., Zhongshan Dist 2f，評分 4.0 ，餐點 午餐, 晚餐，","Hakkai   Shabu   Shabu ， 臺 灣   中山 區 臺 北   No .   11 ,   Jingye   3rd   Rd . ,   Zhongshan   Dist   2f ， 評分   4.0   ， 餐點   午餐 ,   晚餐 ，"
1643,Hong Kong Da Yuan Roast Meat Shop,"Hong Kong Da Yuan Roast Meat Shop，臺灣 淡水新北 No. 193, Xuefu Rd., Tamsui Dist，評分 3.0 ，菜系 中式料理, 牛排，","Hong   Kong   Da   Yuan   Roast   Meat   Shop ， 臺 灣   淡水 新北   No .   193 ,   Xuefu   Rd . ,   Tamsui   Dist ， 評分   3.0   ， 菜系   中式 料理 ,   牛排 ，"
1644,長鴻丼屋『丼飯、刺身、和食』,"長鴻丼屋『丼飯、刺身、和食』，111 臺灣 士林臺北 士林區士東路91巷13號1樓，評分 3.5 ，餐點 午餐, 晚餐，","長 鴻 丼 屋 『 丼 飯 、 刺身 、 和 食 』 ， 111   臺 灣   士林 臺 北   士林 區士 東路 91 巷 13 號 1 樓 ， 評分   3.5   ， 餐點   午餐 ,   晚餐 ，"
1645,粟家牛肉麵,粟家牛肉麵，112 臺灣 北投臺北 北投區永興路1段2號，評分 4.5 ，菜系 中式料理，,粟家 牛肉 麵 ， 112   臺 灣   北投 臺 北   北投 區永興路 1 段 2 號 ， 評分   4.5   ， 菜系   中式 料理 ，
1646,Lao Cuo Bian Cold Noodles,"Lao Cuo Bian Cold Noodles，臺灣 士林臺北 No. 8, Daxi Rd., Shilin Dist，評分 5.0 ，菜系 亞洲料理，","Lao   Cuo   Bian   Cold   Noodles ， 臺 灣   士林 臺 北   No .   8 ,   Daxi   Rd . ,   Shilin   Dist ， 評分   5.0   ， 菜系   亞洲 料理 ，"
1647,Jenny Cantonese Tea Restaurant,"Jenny Cantonese Tea Restaurant，臺灣 士林臺北 No.8, Ln. 41, Tianmu W. Rd., Shilin District，評分 4.0 ，，","Jenny   Cantonese   Tea   Restaurant ， 臺 灣   士林 臺 北   No.8 ,   Ln .   41 ,   Tianmu   W .   Rd . ,   Shilin   District ， 評分   4.0   ， ，"
